NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
0-60,4,0,0,1,24.0,14.0,23.5
60-70,4,0,0,1,30.0,20.0,49.0
0-60,4,0,0,1,25.0,13.0,26.0
0-60,4,0,0,1,30.0,20.0,38.0
0-60,4,0,0,1,30.0,20.0,50.0
0-60,4,0,0,1,28.0,16.0,36.0
0-60,4,0,0,1,28.0,19.0,33.0
80-90,4,0,0,1,30.0,20.0,50.0
0-60,4,0,0,1,28.0,18.0,43.0
0-60,4,0,0,1,28.0,13.0,43.0
0-60,4,0,0,1,25.0,13.0,32.0
0-60,4,0,0,1,27.0,15.0,40.5
0-60,4,0,0,1,28.0,13.0,41.0
0-60,4,0,0,1,30.0,16.0,44.0
0-60,4,0,0,1,25.0,10.0,32.0
60-70,4,0,0,1,30.0,20.0,50.0
0-60,4,0,0,1,29.0,15.0,50.0
0-60,5,2,0,1,27.0,17.0,37.0
0-60,5,2,0,1,25.0,9.0,37.0
0-60,5,2,0,1,22.0,4.0,13.0
0-60,5,2,0,1,25.0,8.0,27.0
0-60,5,2,0,1,30.0,20.0,48.0
0-60,5,2,0,1,30.0,17.0,48.0
0-60,5,2,0,1,30.0,15.0,49.0
60-70,5,2,0,1,30.0,20.0,46.0
0-60,5,2,0,1,25.0,13.0,23.0
0-60,5,2,0,1,29.0,18.0,40.0
0-60,5,2,0,1,25.0,9.0,26.0
0-60,5,2,0,1,28.0,20.0,43.0
60-70,5,2,0,1,30.0,20.0,47.0
0-60,5,2,0,1,23.0,3.0,7.0
0-60,5,2,0,1,30.0,18.0,47.0
60-70,5,2,0,1,28.0,19.0,49.0
0-60,5,2,0,1,28.0,17.0,29.0
0-60,5,2,0,1,29.0,20.0,44.0
0-60,5,2,0,1,25.0,9.0,26.0
0-60,5,2,0,1,29.0,14.0,37.0
0-60,5,2,0,1,23.0,8.0,38.0
0-60,5,2,0,1,24.0,15.0,26.0
0-60,5,2,0,1,28.0,19.0,37.0
0-60,5,2,0,1,26.0,14.0,35.0
0-60,5,2,0,1,29.0,19.0,41.0
0-60,5,2,0,1,28.0,16.0,40.0
0-60,5,2,0,1,23.0,11.0,32.0
0-60,5,2,0,1,21.0,3.0,25.0
0-60,5,2,0,1,28.0,18.0,44.0
0-60,5,2,0,1,28.0,11.0,38.0
0-60,5,2,0,1,29.0,18.0,49.0
0-60,5,2,0,1,27.0,16.0,38.0
60-70,5,2,0,1,29.0,19.0,49.0
0-60,5,2,0,1,27.0,15.0,41.0
0-60,5,2,0,1,27.0,8.0,25.0
0-60,5,2,0,1,30.0,18.0,41.0
0-60,5,2,0,1,28.0,19.0,41.0
0-60,5,2,0,1,28.0,17.0,45.0
0-60,5,2,0,1,27.0,19.0,37.0
0-60,5,2,0,1,22.0,16.0,42.0
0-60,5,2,0,1,24.0,6.0,30.0
0-60,5,2,0,1,28.0,13.0,32.0
0-60,5,2,0,1,27.0,17.0,37.0
0-60,5,2,0,1,24.0,12.0,35.0
0-60,5,2,0,1,28.0,20.0,45.0
60-70,5,2,0,1,30.0,19.0,41.0
0-60,5,2,0,1,30.0,20.0,35.0
0-60,5,2,0,1,27.0,11.0,39.0
0-60,5,2,0,1,23.0,12.0,33.0
0-60,5,2,0,1,29.0,18.0,38.0
0-60,5,2,0,1,30.0,16.0,34.0
0-60,5,2,0,1,23.0,2.0,8.0
0-60,5,2,0,1,22.0,13.0,33.0
0-60,5,2,0,1,30.0,17.0,45.0
0-60,5,2,0,1,23.0,11.0,41.0
0-60,5,2,0,1,27.0,16.0,39.0
0-60,5,2,0,1,24.0,11.0,33.0
0-60,5,2,0,1,24.0,11.0,37.0
0-60,5,2,0,1,28.0,19.0,41.0
0-60,5,2,0,1,30.0,19.0,48.0
0-60,5,2,0,1,26.0,13.0,41.0
0-60,5,2,0,1,27.0,16.0,39.0
0-60,5,2,0,1,29.0,12.0,33.0
0-60,5,2,0,1,25.0,14.0,29.0
0-60,5,2,0,1,24.0,14.0,27.0
0-60,5,2,0,1,29.0,17.0,34.0
0-60,5,2,0,1,27.0,15.0,38.0
0-60,5,2,0,1,28.0,18.0,30.0
0-60,5,2,0,1,29.0,16.0,36.0
0-60,5,2,0,1,28.0,18.0,40.0
0-60,5,2,0,1,26.0,17.0,31.0
60-70,5,2,0,1,28.0,19.0,47.0
60-70,5,2,0,1,30.0,19.0,44.0
0-60,5,2,0,1,24.0,16.0,33.0
60-70,5,2,0,1,30.0,17.0,47.0
60-70,5,2,0,1,28.0,20.0,48.0
0-60,5,2,0,1,27.0,18.0,39.0
0-60,5,2,0,1,27.0,12.0,34.0
0-60,5,2,0,1,28.0,16.0,47.0
0-60,5,2,0,1,30.0,17.0,47.0
0-60,5,2,0,1,30.0,20.0,48.0
0-60,5,2,0,1,25.0,13.0,37.0
0-60,5,2,0,1,29.0,17.0,46.0
0-60,5,2,0,1,29.0,20.0,46.0
60-70,5,2,0,1,30.0,18.0,49.0
60-70,5,2,0,1,30.0,20.0,45.0
0-60,5,2,0,1,30.0,19.0,48.0
60-70,5,2,0,1,30.0,20.0,50.0
60-70,5,2,0,1,30.0,17.0,45.0
0-60,5,2,0,1,25.0,17.0,41.0
0-60,5,2,0,1,27.0,17.0,44.0
0-60,5,2,0,1,22.0,8.0,14.0
0-60,5,2,0,1,28.0,19.0,43.0
0-60,5,2,0,1,22.0,16.0,28.0
0-60,5,2,0,1,23.0,3.0,11.0
0-60,5,2,0,1,27.0,18.0,31.0
0-60,5,2,0,1,30.0,18.0,41.0
0-60,5,2,0,1,23.0,16.0,34.0
0-60,5,2,0,1,22.0,2.0,7.0
0-60,5,2,0,1,26.0,18.0,38.0
0-60,5,2,0,1,30.0,15.0,37.0
0-60,5,2,0,1,26.0,19.0,31.0
0-60,5,2,0,1,25.0,12.0,34.0
0-60,5,2,0,1,22.0,6.0,20.0
60-70,5,2,0,1,30.0,20.0,50.0
0-60,5,2,0,1,29.0,13.0,38.0
0-60,5,2,0,1,24.0,13.0,29.0
60-70,5,2,0,1,30.0,19.0,50.0
0-60,5,2,0,1,25.0,10.0,45.0
0-60,5,2,0,1,26.0,12.0,31.0
0-60,5,2,0,1,28.0,20.0,49.0
60-70,5,2,0,1,28.0,20.0,46.0
0-60,5,2,0,1,25.0,15.0,34.0
0-60,5,2,0,1,26.0,18.0,32.0
60-70,5,2,0,1,30.0,19.0,47.0
0-60,5,2,0,1,26.0,14.0,48.0
0-60,5,2,0,1,27.0,15.0,31.0
0-60,5,2,0,1,28.0,19.0,47.0
60-70,5,2,0,1,30.0,18.0,48.0
0-60,5,2,0,1,23.0,13.0,24.0
0-60,5,2,0,1,24.0,10.0,26.0
0-60,5,2,0,1,26.0,5.0,28.0
0-60,5,2,0,1,27.0,14.0,34.0
0-60,5,2,0,1,27.0,15.0,46.0
0-60,5,2,0,1,29.0,19.0,43.0
0-60,5,2,0,1,25.0,12.0,29.0
0-60,5,2,0,1,23.0,10.0,35.0
0-60,5,2,0,1,27.0,19.0,44.0
0-60,5,2,0,1,26.0,14.0,29.0
0-60,5,2,0,1,28.0,15.0,43.0
0-60,5,2,0,1,25.0,10.0,25.0
0-60,5,2,0,1,30.0,20.0,46.0
0-60,5,2,0,1,27.0,13.0,31.0
0-60,5,2,0,1,30.0,19.0,49.0
0-60,5,2,0,1,27.0,18.0,46.0
0-60,5,2,0,1,24.0,16.0,45.0
0-60,5,2,0,1,28.0,14.0,38.0
70-80,5,2,0,1,30.0,20.0,49.0
0-60,5,2,0,1,24.0,15.0,36.0
60-70,5,2,0,1,28.0,16.0,47.0
0-60,5,2,0,1,23.0,8.0,25.0
0-60,5,2,0,1,22.0,14.0,32.0
60-70,5,2,0,1,30.0,19.0,45.0
0-60,5,2,0,1,25.0,12.0,43.0
0-60,5,2,0,1,23.0,13.0,38.0
0-60,5,2,0,1,27.0,13.0,34.0
0-60,5,2,0,1,27.0,17.0,38.0
0-60,5,2,0,1,23.0,9.0,31.0
0-60,5,2,0,1,23.0,2.0,9.0
0-60,5,2,0,1,25.0,8.0,27.0
0-60,5,2,0,1,25.0,7.0,15.0
0-60,5,2,0,1,24.0,15.0,36.0
0-60,5,2,0,1,26.0,17.0,39.0
0-60,1,3,0,1,29.0,15.0,37.0
0-60,1,3,0,1,27.0,20.0,33.0
0-60,1,3,0,1,26.0,5.0,16.0
0-60,1,3,0,1,28.0,13.0,30.0
0-60,1,3,0,1,30.0,18.0,43.0
0-60,1,3,0,1,25.0,18.0,21.0
0-60,1,3,0,1,29.0,20.0,27.0
0-60,1,3,0,1,30.0,18.0,39.0
0-60,1,3,0,1,29.0,20.0,45.0
0-60,1,3,0,1,27.0,16.0,35.0
0-60,1,3,0,1,29.0,20.0,34.0
0-60,1,3,0,1,27.0,4.0,17.0
0-60,1,3,0,1,29.0,9.0,14.0
0-60,1,3,0,1,30.0,17.0,37.0
0-60,1,3,0,1,28.0,17.0,26.0
0-60,1,3,0,1,29.0,19.0,37.0
0-60,1,3,0,1,27.0,16.0,39.0
0-60,1,3,0,1,29.0,18.0,31.0
0-60,1,3,0,1,27.0,15.0,31.0
0-60,1,3,0,1,30.0,18.0,42.0
0-60,1,3,0,1,27.0,16.0,26.0
0-60,1,3,0,1,28.0,14.0,32.0
0-60,1,3,0,1,29.0,20.0,46.0
0-60,1,3,0,1,27.0,15.0,28.0
0-60,1,3,0,1,26.0,12.0,13.0
0-60,1,3,0,1,25.0,8.0,4.0
0-60,1,3,0,1,27.0,13.0,29.0
0-60,1,3,0,1,29.0,19.0,31.0
0-60,1,3,0,1,28.0,20.0,18.0
0-60,1,3,0,1,27.0,14.0,34.0
0-60,1,3,0,1,30.0,17.0,42.0
0-60,1,3,0,1,27.0,19.0,39.0
0-60,1,3,0,1,27.0,18.0,25.0
0-60,1,3,0,1,29.0,18.0,49.0
0-60,1,3,0,1,28.0,17.0,29.0
0-60,1,3,0,1,26.0,12.0,32.0
0-60,1,3,0,1,29.0,17.0,41.0
0-60,1,3,0,1,24.0,9.0,19.0
0-60,1,3,0,1,27.0,11.0,29.0
0-60,1,3,0,1,24.0,12.0,15.0
0-60,1,3,0,1,26.0,20.0,41.0
0-60,1,3,0,1,28.0,16.0,34.0
0-60,1,3,0,1,27.0,18.0,24.0
60-70,1,3,0,1,28.0,17.0,36.0
0-60,1,3,0,1,29.0,20.0,47.0
0-60,1,3,0,1,27.0,13.0,40.0
0-60,1,3,0,1,27.0,18.0,35.0
0-60,1,3,0,1,28.0,13.0,20.0
0-60,1,3,0,1,27.0,18.0,42.0
0-60,1,3,0,1,24.0,12.0,17.0
0-60,1,3,0,1,28.0,17.0,27.0
0-60,1,3,0,1,29.0,17.0,32.0
0-60,1,3,0,1,25.0,9.0,27.0
0-60,1,3,0,1,29.0,20.0,41.0
0-60,1,3,0,1,29.0,20.0,21.0
0-60,1,3,0,1,24.0,8.0,8.0
0-60,1,3,0,1,29.0,19.0,17.0
0-60,1,3,0,1,24.0,11.0,23.0
0-60,1,3,0,1,27.0,12.0,25.0
0-60,1,3,0,1,27.0,13.0,8.0
0-60,1,3,0,1,28.0,13.0,22.0
0-60,1,3,0,1,26.0,13.0,31.0
0-60,1,3,0,1,27.0,7.0,27.0
0-60,1,3,0,1,30.0,19.0,42.0
0-60,1,3,0,1,25.0,16.0,37.0
0-60,1,3,0,1,25.0,19.0,21.0
0-60,1,3,0,1,24.0,13.0,24.0
0-60,1,3,0,1,28.0,12.0,38.0
0-60,1,3,0,1,28.0,19.0,35.0
0-60,1,3,0,1,28.0,19.0,39.0
0-60,1,3,0,1,29.0,16.0,33.0
0-60,1,3,0,1,27.0,15.0,35.0
0-60,1,3,0,1,25.0,11.0,22.0
0-60,1,3,0,1,28.0,18.0,45.0
0-60,1,3,0,1,29.0,19.0,38.0
0-60,1,3,0,1,27.0,19.0,29.0
0-60,1,3,0,1,30.0,20.0,44.0
0-60,1,3,0,1,26.0,14.0,36.0
60-70,1,3,0,1,30.0,20.0,49.0
0-60,1,3,0,1,26.0,16.0,41.0
60-70,1,3,0,1,30.0,20.0,49.0
0-60,1,3,0,1,28.0,16.0,38.0
60-70,1,3,0,1,30.0,20.0,48.0
0-60,1,3,0,1,27.0,18.0,34.0
0-60,1,3,0,1,24.0,12.0,15.0
0-60,1,3,0,1,24.0,1.0,8.0
0-60,1,3,0,1,26.0,17.0,21.0
0-60,1,3,0,1,29.0,18.0,37.0
0-60,1,3,0,1,29.0,20.0,48.0
0-60,1,3,0,1,27.0,15.0,18.0
0-60,1,3,0,1,25.0,9.0,17.0
60-70,1,3,0,1,27.0,19.0,46.0
0-60,1,3,0,1,24.0,16.0,24.0
0-60,1,3,0,1,27.0,12.0,22.0
0-60,1,3,0,1,25.0,13.0,19.0
0-60,1,3,0,1,30.0,20.0,39.0
0-60,1,3,0,1,27.0,16.0,25.0
0-60,1,3,0,1,28.0,20.0,32.0
0-60,1,3,0,1,29.0,19.0,25.0
0-60,1,3,0,1,22.0,13.0,17.0
0-60,1,3,0,1,26.0,8.0,13.0
0-60,1,3,0,1,26.0,4.0,15.0
0-60,1,3,0,1,29.0,19.0,47.0
0-60,1,3,0,1,29.0,19.0,30.0
0-60,1,3,0,1,24.0,10.0,21.0
0-60,1,3,0,1,26.0,11.0,21.0
0-60,1,3,0,1,29.0,20.0,44.0
0-60,1,3,0,1,27.0,15.0,28.0
0-60,1,3,0,1,30.0,20.0,37.0
0-60,1,3,0,1,27.0,14.0,26.0
0-60,1,3,0,1,26.0,18.0,17.0
0-60,1,3,0,1,23.0,8.0,1.0
0-60,1,3,0,1,28.0,16.0,35.0
0-60,1,3,0,1,27.0,17.0,29.0
0-60,1,3,0,1,27.0,18.0,30.0
0-60,1,3,0,1,29.0,19.0,30.0
60-70,1,3,0,1,30.0,20.0,41.0
60-70,1,3,0,1,30.0,20.0,50.0
0-60,1,3,0,1,30.0,18.0,42.0
0-60,1,3,0,1,26.0,15.0,37.0
0-60,1,3,0,1,30.0,19.0,36.0
0-60,1,3,0,1,28.0,20.0,29.0
0-60,1,3,0,1,26.0,16.0,18.0
60-70,1,3,0,1,30.0,17.0,38.0
0-60,1,3,0,1,30.0,20.0,40.0
0-60,1,3,0,1,26.0,15.0,22.0
0-60,1,3,0,1,22.0,1.0,3.0
0-60,1,3,0,1,25.0,17.0,37.0
0-60,1,3,0,1,26.0,12.0,33.0
0-60,1,3,0,1,27.0,17.0,29.0
60-70,1,3,0,1,30.0,20.0,49.0
60-70,1,3,0,1,29.0,20.0,39.0
60-70,1,3,0,1,29.0,20.0,46.0
0-60,1,3,0,1,30.0,20.0,26.0
0-60,1,3,0,1,28.0,11.0,21.0
0-60,1,3,0,1,27.0,12.0,14.0
0-60,1,3,0,1,30.0,20.0,38.0
60-70,1,3,0,1,30.0,15.0,41.0
0-60,1,3,0,1,26.0,11.0,14.0
0-60,1,3,0,1,25.0,3.0,4.0
0-60,1,3,0,1,27.0,19.0,37.0
0-60,1,3,0,1,26.0,1.0,3.0
0-60,1,3,0,1,29.0,18.0,35.0
0-60,1,3,0,1,27.0,13.0,20.0
0-60,1,3,0,1,28.0,17.0,31.0
0-60,1,3,0,1,30.0,17.0,43.0
0-60,1,3,0,1,29.0,18.0,41.0
0-60,1,3,0,1,22.0,19.0,12.0
0-60,1,3,0,1,27.0,14.0,33.0
0-60,1,3,0,1,29.0,20.0,31.0
0-60,1,3,0,1,29.0,19.0,32.0
0-60,1,3,0,1,29.0,19.0,43.0
0-60,1,3,0,1,27.0,11.0,23.0
0-60,1,3,0,1,28.0,4.0,13.0
0-60,1,3,0,1,20.0,3.0,14.0
60-70,1,3,0,1,29.0,19.0,45.0
0-60,1,3,0,1,27.0,17.0,35.0
0-60,1,3,0,1,28.0,20.0,34.0
70-80,1,3,0,1,29.0,20.0,49.0
60-70,1,3,0,1,30.0,20.0,47.0
0-60,1,3,0,1,27.0,13.0,29.0
0-60,1,3,0,1,24.0,17.0,31.0
0-60,1,3,0,1,28.0,16.0,30.0
0-60,1,3,0,1,26.0,7.0,11.0
0-60,1,3,0,1,26.0,13.0,28.0
0-60,1,3,0,1,30.0,18.0,36.0
0-60,1,3,0,1,26.0,14.0,21.0
0-60,1,3,0,1,27.0,14.0,11.0
0-60,1,3,0,1,27.0,11.0,10.0
0-60,1,3,0,1,29.0,13.0,35.0
0-60,1,3,0,1,30.0,20.0,46.0
0-60,1,3,0,1,27.0,19.0,17.0
0-60,1,3,0,1,29.0,13.0,18.0
0-60,1,3,0,1,30.0,16.0,32.0
0-60,1,3,0,1,26.0,7.0,22.0
0-60,1,3,0,1,23.0,16.0,14.0
0-60,1,3,0,1,25.0,20.0,30.0
0-60,1,3,0,1,30.0,19.0,40.0
0-60,1,3,0,1,30.0,20.0,42.0
0-60,1,3,0,1,26.0,1.0,5.0
0-60,1,3,0,1,30.0,17.0,22.0
60-70,1,3,0,1,30.0,19.0,40.0
0-60,1,3,0,1,24.0,9.0,25.0
0-60,1,3,0,1,24.0,16.0,16.0
0-60,1,3,0,1,27.0,10.0,20.0
0-60,1,3,0,1,26.0,14.0,20.0
0-60,1,3,0,1,27.0,16.0,31.0
0-60,1,3,0,1,26.0,7.0,19.0
0-60,1,3,0,1,25.0,7.0,19.0
0-60,1,3,0,1,27.0,20.0,42.0
0-60,1,3,0,1,23.0,14.0,11.0
0-60,1,3,0,1,25.0,17.0,28.0
0-60,1,3,0,1,30.0,20.0,46.0
0-60,1,3,0,1,27.0,17.0,38.0
0-60,1,3,0,1,28.0,16.0,32.0
0-60,1,3,0,1,29.0,17.0,30.0
0-60,1,3,0,1,28.0,16.0,41.0
0-60,1,3,0,1,26.0,6.0,28.0
0-60,1,3,0,1,30.0,16.0,25.0
0-60,1,3,0,1,24.0,9.0,12.0
0-60,1,3,0,1,28.0,4.0,9.0
0-60,1,3,0,1,23.0,12.0,12.0
0-60,1,3,0,1,29.0,13.0,36.0
0-60,1,3,0,1,30.0,16.0,33.0
60-70,1,3,0,1,29.0,19.0,46.0
0-60,1,3,0,1,28.0,15.0,26.0
0-60,1,3,0,1,30.0,20.0,41.0
0-60,1,3,0,1,26.0,4.0,8.0
0-60,1,3,0,1,30.0,18.0,38.0
0-60,1,3,0,1,30.0,19.0,36.0
60-70,1,3,0,1,30.0,20.0,45.0
0-60,1,3,0,1,28.0,20.0,45.0
0-60,1,3,0,1,25.0,18.0,45.0
60-70,1,3,0,1,30.0,20.0,48.0
0-60,1,3,0,1,26.0,14.0,29.0
0-60,1,3,0,1,29.0,15.0,26.0
0-60,1,3,0,1,27.0,10.0,28.0
0-60,1,3,0,1,30.0,20.0,38.0
0-60,1,3,0,1,29.0,16.0,23.0
0-60,1,3,0,1,29.0,20.0,41.0
0-60,1,3,0,1,26.0,7.0,10.0
0-60,1,3,0,1,29.0,18.0,35.0
0-60,1,3,0,1,28.0,19.0,26.0
60-70,1,3,0,1,30.0,20.0,48.0
60-70,1,3,0,1,30.0,19.0,43.0
0-60,1,3,0,1,29.0,12.0,27.0
0-60,1,3,0,1,28.0,20.0,40.0
60-70,1,3,0,1,30.0,20.0,42.0
0-60,1,3,0,1,29.0,17.0,24.0
0-60,1,3,0,1,28.0,18.0,23.0
0-60,1,3,0,1,29.0,20.0,30.0
0-60,1,3,0,1,28.0,19.0,26.0
0-60,1,3,0,1,22.0,9.0,29.0
0-60,1,3,0,1,25.0,11.0,13.0
0-60,1,3,0,1,26.0,17.0,28.0
0-60,1,3,0,1,26.0,18.0,42.0
0-60,1,3,0,1,26.0,15.0,28.0
0-60,1,3,0,1,30.0,16.0,45.0
0-60,1,3,0,1,27.0,20.0,42.0
0-60,1,3,0,1,28.0,17.0,43.0
0-60,1,3,0,1,28.0,18.0,39.0
60-70,1,3,0,1,30.0,20.0,41.0
0-60,1,3,0,1,27.0,20.0,34.0
60-70,1,3,0,1,30.0,20.0,46.0
0-60,1,3,0,1,28.0,16.0,35.0
0-60,1,3,0,1,27.0,20.0,42.0
0-60,1,3,0,1,28.0,16.0,34.0
0-60,1,3,0,1,27.0,17.0,38.0
0-60,1,3,0,1,30.0,20.0,37.0
0-60,1,3,0,1,28.0,19.0,30.0
0-60,1,3,0,1,29.0,19.0,31.0
0-60,1,3,0,1,26.0,7.0,11.0
0-60,1,3,0,1,29.0,20.0,44.0
0-60,1,3,0,1,23.0,7.0,21.0
0-60,1,3,0,1,27.0,16.0,24.0
0-60,1,3,0,1,28.0,18.0,15.0
60-70,1,3,0,1,28.0,20.0,49.0
0-60,1,3,0,1,29.0,17.0,42.0
0-60,1,3,0,1,25.0,13.0,20.0
0-60,1,3,0,1,27.0,10.0,5.0
0-60,6,2,0,1,26.0,17.5,43.5
60-70,6,2,0,1,30.0,19.5,49.5
0-60,6,2,0,1,27.0,18.0,34.5
0-60,6,2,0,1,28.0,17.0,35.5
0-60,6,2,0,1,23.0,10.0,16.0
0-60,6,2,0,1,29.0,17.5,34.5
0-60,6,2,0,1,26.0,10.5,23.0
0-60,6,2,0,1,29.0,18.5,44.0
0-60,6,2,0,1,30.0,20.0,45.5
0-60,6,2,0,1,30.0,20.0,44.5
0-60,6,2,0,1,30.0,20.0,47.0
0-60,6,2,0,1,26.0,20.0,34.0
0-60,6,2,0,1,30.0,19.5,47.5
0-60,6,2,0,1,28.0,17.5,35.0
0-60,6,2,0,1,29.0,17.5,40.0
60-70,6,2,0,1,30.0,20.0,49.5
0-60,6,2,0,1,28.0,11.0,28.0
0-60,6,2,0,1,29.0,15.5,36.0
60-70,6,2,0,1,30.0,19.5,49.0
0-60,6,2,0,1,30.0,20.0,39.0
0-60,6,2,0,1,29.0,16.5,40.0
0-60,6,2,0,1,29.0,17.5,36.5
60-70,6,2,0,1,29.0,19.5,46.0
0-60,6,2,0,1,29.0,18.0,41.5
0-60,6,2,0,1,27.0,10.0,23.0
0-60,6,2,0,1,28.0,14.5,26.0
0-60,6,2,0,1,27.0,13.0,10.0
60-70,6,2,0,1,30.0,19.5,48.5
0-60,6,2,0,1,30.0,18.5,37.0
0-60,6,2,0,1,28.0,17.0,35.0
0-60,6,2,0,1,28.0,16.5,36.0
0-60,6,2,0,1,28.0,10.5,35.5
0-60,6,2,0,1,26.0,9.5,27.0
0-60,6,2,0,1,29.0,19.0,47.0
0-60,6,2,0,1,30.0,19.5,43.0
0-60,6,2,0,1,27.0,13.5,26.5
0-60,6,2,0,1,29.0,18.0,37.5
0-60,6,2,0,1,28.0,18.5,45.0
0-60,6,2,0,1,29.0,15.5,36.0
60-70,6,2,0,1,28.0,18.0,45.0
0-60,6,2,0,1,30.0,18.0,37.0
0-60,6,2,0,1,28.0,16.0,25.0
0-60,6,2,0,1,29.0,19.5,38.5
60-70,6,2,0,1,30.0,20.0,48.0
0-60,6,2,0,1,30.0,20.0,50.0
0-60,6,2,0,1,29.0,19.0,38.0
60-70,6,2,0,1,30.0,20.0,46.5
0-60,6,2,0,1,29.0,18.0,36.0
0-60,6,2,0,1,27.0,14.0,39.5
0-60,6,2,0,1,19.0,7.0,14.0
0-60,6,2,0,1,28.0,18.0,34.5
70-80,6,2,0,1,30.0,20.0,45.5
0-60,6,2,0,1,28.0,13.5,31.5
0-60,6,2,0,1,28.0,10.0,31.5
0-60,6,2,0,1,29.0,20.0,47.5
0-60,6,2,0,1,30.0,20.0,31.5
0-60,6,2,0,1,30.0,20.0,43.0
0-60,6,2,0,1,29.0,17.0,47.0
0-60,6,2,0,1,24.0,10.0,12.5
0-60,6,2,0,1,29.0,20.0,47.5
0-60,6,2,0,1,26.0,10.0,29.0
0-60,6,2,0,1,30.0,19.0,47.0
0-60,6,2,0,1,28.0,20.0,33.5
0-60,6,2,0,1,27.0,11.0,20.0
0-60,6,2,0,1,28.0,14.0,27.5
0-60,6,2,0,1,29.0,16.0,40.0
0-60,6,2,0,1,18.0,14.5,6.0
0-60,6,2,0,1,27.0,18.5,34.0
0-60,6,2,0,1,29.0,16.5,36.0
0-60,6,2,0,1,24.0,11.0,16.0
0-60,6,2,0,1,26.0,14.0,21.0
0-60,6,2,0,1,25.0,16.5,22.0
0-60,6,2,0,1,29.0,17.0,42.0
0-60,6,2,0,1,30.0,14.5,41.5
0-60,6,2,0,1,29.0,17.0,34.0
0-60,6,2,0,1,27.0,8.0,21.0
0-60,6,2,0,1,29.0,15.5,35.5
0-60,6,2,0,1,27.0,16.5,36.5
0-60,6,2,0,1,30.0,19.0,48.0
0-60,6,2,0,1,29.0,16.0,35.5
0-60,6,2,0,1,28.0,19.0,44.0
0-60,6,2,0,1,30.0,20.0,43.0
0-60,6,2,0,1,27.0,15.0,42.5
0-60,6,2,0,1,26.0,16.0,25.5
0-60,6,2,0,1,29.0,17.5,49.0
0-60,6,2,0,1,22.0,12.5,16.5
0-60,6,2,0,1,29.0,20.0,39.5
0-60,6,2,0,1,28.0,15.5,38.0
0-60,6,2,0,1,22.0,11.0,32.0
70-80,6,2,0,1,30.0,20.0,50.0
0-60,6,2,0,1,24.0,15.5,24.0
0-60,6,2,0,1,27.0,15.0,41.0
0-60,6,2,0,1,28.0,16.0,35.5
0-60,6,2,0,1,26.0,11.5,29.5
0-60,6,2,0,1,28.0,19.0,43.5
0-60,6,2,0,1,29.0,16.5,46.5
0-60,6,2,0,1,29.0,18.5,47.0
0-60,6,2,0,1,29.0,18.0,35.5
0-60,6,2,0,1,27.0,16.0,39.5
0-60,6,2,0,1,28.0,19.5,48.5
0-60,6,2,0,1,26.0,19.5,40.5
0-60,6,2,0,1,29.0,19.5,36.5
0-60,6,2,0,1,26.0,10.5,9.0
0-60,6,2,0,1,29.0,10.5,32.5
0-60,6,2,0,1,26.0,15.5,39.0
0-60,6,2,0,1,28.0,14.5,29.5
0-60,6,2,0,1,28.0,8.0,22.5
0-60,6,2,0,1,27.0,20.0,18.5
0-60,6,2,0,1,26.0,10.0,16.5
0-60,6,2,0,1,28.0,10.0,32.5
0-60,6,2,0,1,27.0,16.0,39.0
60-70,6,2,0,1,30.0,20.0,50.0
0-60,6,2,0,1,27.0,16.5,17.5
0-60,6,2,0,1,28.0,9.0,22.5
0-60,6,2,0,1,29.0,15.0,42.0
0-60,6,2,0,1,28.0,15.0,38.0
0-60,6,2,0,1,30.0,18.5,43.5
0-60,6,2,0,1,29.0,17.0,46.0
0-60,6,2,0,1,28.0,18.5,45.0
0-60,6,2,0,1,28.0,16.0,36.5
0-60,6,2,0,1,29.0,19.0,41.5
0-60,6,2,0,1,28.0,12.0,25.5
0-60,6,2,0,1,28.0,17.5,34.5
60-70,6,2,0,1,29.0,16.5,47.0
0-60,6,2,0,1,25.0,9.0,10.0
0-60,6,2,0,1,29.0,18.0,42.0
0-60,6,2,0,1,28.0,12.0,21.0
0-60,6,2,0,1,29.0,15.5,43.5
0-60,6,2,0,1,29.0,15.5,35.5
0-60,6,2,0,1,27.0,17.5,36.0
0-60,6,2,0,1,29.0,15.5,36.0
0-60,6,2,0,1,20.0,6.5,18.0
0-60,6,2,0,1,28.0,14.0,28.0
0-60,6,2,0,1,27.0,12.5,19.0
0-60,6,2,0,1,30.0,20.0,40.5
0-60,6,2,0,1,26.0,10.0,33.0
0-60,6,2,0,1,23.0,11.5,19.5
0-60,6,2,0,1,28.0,16.5,44.0
0-60,6,2,0,1,29.0,18.0,45.0
0-60,6,2,0,1,29.0,19.5,48.5
0-60,6,2,0,1,29.0,19.0,32.5
0-60,6,2,0,1,28.0,16.0,37.5
0-60,6,2,0,1,29.0,16.0,38.5
0-60,6,2,0,1,26.0,12.0,28.5
0-60,6,2,0,1,27.0,16.0,37.5
0-60,6,2,0,1,27.0,15.5,28.0
0-60,6,2,0,1,27.0,10.5,21.5
60-70,6,2,0,1,30.0,20.0,50.0
0-60,6,2,0,1,27.0,10.0,25.5
0-60,6,2,0,1,27.0,11.5,29.0
